code,nombre,name
30199710,Sobres impresos.,Printed envelopes.
30199711,Sobres con ventana impresos.,Printed window envelopes.
30199712,Sobres sin ventana impresos.,Printed non-window envelopes.
30199713,Sobres para radiografías impresos.,Printed X-ray envelopes.
30199720,Papel de carta.,Notepaper.
30199730,Tarjetas de visita comerciales.,Business cards.
30199731,Tarjeteros.,Business card holders.
30199740,Tarjetas de cortesía.,Compliment slips.
30199750,Cupones.,Coupons.
30199760,Etiquetas.,Labels.
30199761,Etiquetas de código de barras.,Bar-coded labels.
30199762,Etiquetas para equipaje.,Luggage tags.
30199763,Etiquetas antirrobo.,Theft protection labels.
30199770,Cheques restaurante.,Luncheon vouchers.
30199780,Cartapacios.,Blotting pads.
30199790,Horarios.,Timetables.
30199791,Planificadores de pared.,Wall planners.
30199792,Calendarios.,Calendars.
30199793,Soporte de agenda.,Diary stands.
30200000,Equipo y material informático.,Computer equipment and supplies.
30210000,Máquinas procesadoras de datos (hardware).,Data-processing machines (hardware).
30211000,Ordenador «mainframe».,Mainframe computer.
30211100,Superordenador.,Super computer.
30211200,Equipo informático de unidad central.,Mainframe hardware.
30211300,Plataformas informáticas.,Computer platforms.
30211400,Configuraciones informáticas.,Computer configurations.
30211500,Unidad central de procesamiento (CPU) o procesadores.,Central processing unit (CPU) or processors.
30212000,Equipo informático para miniordenadores.,Minicomputer hardware.
30212100,Unidades centrales de proceso para miniordenadores.,Central processing units for minicomputers.
30213000,Ordenadores personales.,Personal computers.
30213100,Ordenadores portátiles.,Portable computers.
30213200,Tabletas digitales.,Tablet computer.
30213300,Ordenadores de mesa.,Desktop computer.
30213400,Unidades centrales de proceso para ordenadores personales.,Central processing units for personal computers.
30213500,Ordenadores de bolsillo.,Pocket computers.
30214000,Puestos de trabajo.,Workstations.
30215000,Equipo informático para microordenadores.,Microcomputer hardware.
30215100,Unidades centrales de proceso para microordenadores.,Central processing units for microcomputers.
30216000,Lectores magnéticos u ópticos.,Magnetic or optical readers.
30216100,Lectores ópticos.,Optical readers.
30216110,Escáneres para uso informático.,Scanners for computer use.
30216120,Equipo de reconocimiento óptico de caracteres.,Optical-character-recognition equipment.
30216130,Lectores de códigos de barras.,Barcode readers.
30216200,Lectores de tarjetas magnéticas.,Magnetic card readers.
30216300,Lectores de tarjetas perforadas.,Punchcard readers.
30220000,Equipo de cartografía digital.,Digital cartography equipment.
30221000,Planos catastrales digitales.,Digital cadastral maps.
30230000,Equipo relacionado con la informática.,Computer related equipment.
30231000,Pantallas de ordenador y consolas.,Computer screens and consoles.
30231100,Terminales informáticos.,Computer terminals.
30231200,Consolas.,Consoles.
30231300,Pantallas de visualización.,Display screens.
30231310,Monitores de pantalla plana.,Flat panel displays.
30231320,Monitores de pantalla táctil.,Touch screen monitors.
30232000,Periféricos.,Peripheral equipment.
30232100,Impresoras y trazadores gráficos.,Printers and plotters.
30232110,Impresoras láser.,Laser printers.
30232120,Impresoras matriciales de puntos.,Dot-matrix printers.
30232130,Impresoras para gráficos en color.,Colour graphics printers.
30232140,Trazadores gráficos.,Plotters.
30232150,Impresoras de chorro de tinta.,Inkjet printers.
30232600,Codificadores.,Encoders.
30232700,Unidad central de control.,Central controlling unit.
30233000,Dispositivos multimedia de almacenamiento y lectura.,Media storage and reader devices.
30233100,Unidades de memoria.,Computer storage units.
30233110,Unidades de memoria de tarjeta magnética.,Magnetic card storage units.
30233120,Unidades de memoria de cinta magnética.,Magnetic tape storage units.
30233130,Unidades de memoria de disco magnético.,Magnetic disk storage units.
30233131,Unidades de disco flexible.,Floppy-disk drives.
30233132,Unidades de disco duro.,Hard-disk drives.
30233140,Dispositivos de memoria de acceso directo.,Direct-access storage devices (DASD).
30233141,Sistemas RAID (Redundant Array of Independent Disk).,Redundant Array of Independent Disk (RAID).
30233150,Unidades de disco óptico.,Optical-disk drives.
30233151,Reproductores o duplicadores de discos compactos (CD).,Compact disk (CD) reader and/or burner.
30233152,Reproductores o duplicadores de discos versátiles digitales (DVD).,Digital versatile disc (DVD) reader and/or burner.
30233153,Reproductores o duplicadores de discos compactos (CD) y discos versátiles digitales (DVD).,Compact disk (CD) and digital versatile disk (DVD) reader and/or burner.
30233160,Bobinadores en continuo.,Tape streamers.
30233161,Equipo para manipulación de casetes.,Cassette-handling equipment.
30233170,Carruseles.,Carousel units.
30233180,Dispositivos de almacenamiento de memoria flash.,Flash memory storage devices.
30233190,Controlador de discos.,Disk controller.
30233300,Lectores de tarjetas inteligentes.,Smart card readers.
30233310,Lectores de huellas dactilares.,Fingerprint readers.
30233320,Lectores combinados de tarjetas inteligentes y huellas dactilares.,Combined smart card and fingerprint readers.
30234000,Soportes de almacenamiento.,Storage media.
30234100,Discos magnéticos.,Magnetic disk.
30234200,Discos ópticos.,Optical disks.
30234300,Discos compactos (CD).,Compact disks (CDs).
30234400,Discos versátiles digitales (DVD).,Digital versatile disks (DVDs).
30234500,Soportes de memoria.,Memory storage media.
30234600,Memorias flash.,Flash memory.
30234700,Cintas magnéticas.,Magnetic tapes.
30236000,Equipo informático diverso.,Miscellaneous computer equipment.
30236100,Equipo para ampliación de memoria.,Memory-expansion equipment.
30236110,Memorias RAM (Random Access Memory).,Random access memory (RAM).
30236111,Memorias DRAM (Dynamic Random Access Memory).,Dynamic random access memory (DRAM).
30236112,Memorias SRAM (Static Random Access Memory).,Static random access memory (SRAM).
30236113,Memorias SDRAM (Synchronous Dynamic Random Access Memory).,Synchronous dynamic random access memory (SDRAM).
30236114,Memorias RDRAM (Rambus Dynamic Random Access Memory).,Rambus dynamic random access memory (RDRAM).
30236115,Memorias SGRAM (Synchronous Graphic Random Access Memory).,Synchronous graphic random access memory (SGRAM).
30236120,Memoria ROM (Read Only Memory).,Read only memory (ROM).
30236121,Memoria PROM (Programmable Read Only Memory).,Programmable read only memory (PROM).
30236122,Memoria EPROM (Erasable Programmable Read Only Memory).,Erasable programmable read only memory (EPROM).
30236123,Memoria EEPROM (Electronically Erasable Programmable Read Only Memory).,Electronically erasable programmable read only memory (EEPROM).
30236200,Procesador de datos.,Data-processing equipment.
30237000,"Partes, accesorios y suministros para ordenadores.","Parts, accessories and supplies for computers."
30237100,Partes de ordenadores.,Parts of computers.
30237110,Interfaces de red.,Network interfaces.
30237120,Puertos de ordenador.,Computer ports.
30237121,Puertos infrarrojos en serie.,Serial infrared ports.
30237130,Fichas informáticas.,Computer cards.
30237131,Fichas electrónicas.,Electronic cards.
30237132,Interfaces USB (Universal Serial Bus).,Universal Serial Bus (USB) Interfaces.
30237133,Adaptadores e interfaces PCMCIA (Personal Computer Memory Card International Association).,Personal Computer Memory Card International Association (PCMCIA) adaptors and interfaces.
30237134,Tarjetas aceleradoras de gráficos.,Graphic accelerator cards.
30237135,Tarjetas para interfaces de red.,Network interfaces cards.
30237136,Tarjetas de sonido.,Audio cards.
30237140,Placas madre.,Motherboards.
30237200,Accesorios informáticos.,Computer accessories.
30237210,Pantallas antideslumbrantes.,Anti-glare screens.
30237220,Almohadillas para ratón.,Mousepads.
30237230,Memorias cache.,Caches.
30237240,Cámaras web.,Web camera.
30237250,Accesorios para limpieza de ordenadores.,Computer cleaning accessories.
30237251,Kits de limpieza de ordenadores.,Computer cleaning kits.
30237252,Limpiadores de aire comprimido.,Pressurised air dusters.
30237253,Fundas protectoras para equipos informáticos.,Dust covers for computer equipment.
30237260,Soportes murales para monitores.,Monitor wall mount arms.
30237270,Maletines para ordenadores portátiles.,Portable computer carrying cases.
30237280,Accesorios para la alimentación de corriente.,Power supply accessories.
30237290,Reposamuñecas para teclados.,Keyboard wrist rests.
30237295,Membranas protectoras para teclados.,Keyguards.
30237300,Material informático.,Computer supplies.
30237310,Cartuchos de conjuntos de caracteres para impresora.,Font cartridges for printers.
30237320,Disquetes.,Diskettes.
30237330,Cintas de audio digital (DAT).,Digital Audio Tape (DAT) cartridges.
30237340,Cartuchos DLT (Digital Linear Tape).,Digital Linear Tape (DLT) cartridges.
30237350,Cartuchos para almacenamiento de datos.,Data cartridges.
30237360,Cartuchos LTO (Linear Tape-Open).,Linear Tape-Open (LTO) cartridges.
30237370,Cartuchos grabadores.,Recording cartridges.
30237380,CD-ROM.,CD-ROM.
30237400,Accesorios para introducción de datos.,Data entry accessories.
30237410,Ratón de ordenador.,Computer mouse.
30237420,Joysticks.,Joysticks.
30237430,Lápices luminosos.,Light pens.
30237440,Bolas rastreadoras.,Trackballs.
30237450,Tabletas gráficas.,Graphics tablets.
30237460,Teclados de ordenador.,Computer keyboards.
30237461,Teclados programables.,Programmable keyboards.
30237470,Teclado Braille.,Braille pads.
30237475,Sensores eléctricos.,Electric sensors.
30237480,Unidades de entrada.,Input units.
30238000,Equipo de automatización de biblioteca.,Library automation equipment.
31000000,"Máquinas, aparatos, equipo y productos consumibles eléctricos; iluminación.","Electrical machinery, apparatus, equipment and consumables; Lighting."
31100000,"Motores, generadores y transformadores eléctricos.","Electric motors, generators and transformers."
31110000,Motores eléctricos.,Electric motors.
31111000,Adaptadores.,Adapters.
31120000,Generadores.,Generators.
31121000,Grupos electrógenos.,Generating sets.
31121100,Grupos electrógenos con motor de encendido por compresión.,Generating sets with compression-ignition engines.
31121110,Convertidores de potencia.,Power converters.
31121111,Convertidores rotativos eléctricos.,Electric rotary converters.
31121200,Grupos electrógenos con motor de encendido por chispa.,Generating sets with spark-ignition engines.
31121300,Aerogeneradores.,Wind-energy generators.
31121310,Molinos de viento.,Windmills.
31121320,Turbinas eólicas.,Wind turbines.
31121330,Generadores para turbinas eólicas.,Wind turbine generators.
31121331,Rotores de turbina.,Turbine rotors.
31121340,Granja eólica.,Wind farm.
31122000,Generadores con máquina impulsora.,Generator units.
31122100,Pilas de combustible.,Fuel cells.
31124000,Generador de turbina de vapor y aparatos conexos.,Steam-turbine generator and related apparatus.
31124100,Juegos de generadores de turbina.,Turbine generator sets.
31124200,Aparatos de control de generador de turbina.,Turbine generator control apparatus.
31126000,Dinamos.,Dynamos.
31127000,Generadores de emergencia.,Emergency generator.
31128000,Turbogenerador.,Turbogenerator.
31130000,Alternadores.,Alternators.
31131000,Motores monofásicos.,Single-phase motors.
31131100,Actuadores.,Actuators.
31131200,Ánodos.,Anodes.
31132000,Motores polifásicos.,Multi-phase motors.
31140000,Torres de enfriamiento.,Cooling towers.
31141000,Enfriadores de agua.,Water coolers.
31150000,Reactancias para lámparas o tubos de descarga.,Ballasts for discharge lamps or tubes.
31151000,Convertidores estáticos.,Static converters.
31153000,Rectificadores.,Rectifiers.
31154000,Suministros ininterrumpidos de energía.,Uninterruptible power supplies.
31155000,Inversores.,Inverters.
31156000,Suministros interrumpibles de energía.,Interruptible power supplies.
31157000,Inductores.,Inductors.
31158000,Cargadores.,Chargers.
31158100,Cargadores de baterías.,Battery chargers.
31158200,Sobrealimentadores.,Supercharger.
31158300,Turbocargadores.,Turbocharger.
31160000,"Partes de motores, generadores y transformadores eléctricos.","Parts of electric motors, generators and transformers."
31161000,Partes de motores y generadores eléctricos.,Parts for electrical motors and generators.
31161100,Sistemas de excitación.,Excitation systems.
31161200,Sistemas de refrigeración por gas.,Gas cooling systems.
31161300,Rotores de generadores.,Generator rotors.
31161400,Sistemas de agua primaria.,Primary water systems.
31161500,Sistemas de aceite de estanqueidad.,Seal oil systems.
31161600,Sistemas de agua de refrigeración del estátor.,Stator cooling water systems.
31161700,Partes de generadores de vapor.,Parts of steam generators.
31161800,Partes de generadores de gas.,Parts of gas generators.
31161900,Sistemas de control de tensión.,Voltage-control systems.
31162000,"Partes de transformadores, inductores y convertidores estáticos.","Parts of transformers, inductors and static converters."
31162100,Partes de condensadores.,Parts of condensers.
31170000,Transformadores.,Transformers.
31171000,Transformadores dieléctricos líquidos.,Liquid dielectric transformers.
31172000,Transformadores de tensión.,Voltage transformers.
31173000,Transformador para aparatos de medida.,Instrument transformer.
31174000,Transformadores de corriente.,Power supply transformers.
31200000,Aparatos de distribución y control de electricidad.,Electricity distribution and control apparatus.
31210000,Aparatos eléctricos de conmutación o protección de circuitos eléctricos.,Electrical apparatus for switching or protecting electrical circuits.
31211000,Cuadros y cajas de fusibles.,Boards and fuse boxes.
31211100,Cuadros de distribución eléctrica.,Boards for electrical apparatus.
31211110,Tableros de control.,Control panels.
31211200,Cajas de fusibles.,Fuse boxes.
31211300,Fusibles.,Fuses.
31211310,Cortacircuitos.,Cut-outs.
31211320,Cajas de bornes para fusibles.,Fuse blocks.
31211330,Cables de fusibles.,Fuse wires.
31211340,Abrazaderas y soportes para fusibles.,Fuse clips.
31212000,Disyuntores.,Circuit breakers.
31212100,Disyuntores aéreos.,Overhead circuit breakers.
31212200,Probadores de circuito.,Circuit testers.
31212300,Disyuntores magnéticos.,Magnetic circuit breakers.
31212400,Minidisyuntores.,Miniature circuit breakers.
31213000,Equipo de distribución.,Distribution equipment.
31213100,Cajas de distribución.,Distribution boxes.
31213200,Transformadores de distribución.,Distribution transformers.
31213300,Caja de distribución por cable.,Cable distribution cabinet.
31213400,Sistema de distribución.,Distribution system.
31214000,Conmutadores.,Switchgear.
31214100,Interruptores.,Switches.
31214110,Interruptores aisladores.,Isolating switches.
31214120,Interruptor de puesta a tierra.,Earthing switch.
31214130,Interruptores de seguridad.,Safety switches.
31214140,Reóstatos.,Dimmer switches.
31214150,Interruptores de tambor.,Drum switches.
31214160,Interruptores de presión.,Pressure switches.
31214170,Interruptores de palanca.,Toggle switches.
31214180,Interruptores laterales.,Slide switches.
31214190,Limitadores de corriente.,Limit switches.
31214200,Interruptor-seccionador.,Switch disconnector.
31214300,Instalaciones de conmutación de exterior.,Outdoor switching installations.
31214400,Interruptor-seccionador de fusible.,Fuse switch disconnector.
31214500,Cuadros eléctricos.,Electric switchboards.
31214510,Tableros de distribución.,Distribution switchboards.
31214520,Celdas de media tensión.,Medium-voltage switchboards.
31215000,Limitadores de tensión.,Voltage limiters.
31216000,Dispositivos y equipos de protección contra los rayos.,Lightning arrestors.
31216100,Equipo de protección contra rayos.,Lightning-protection equipment.
31216200,Pararrayos.,Lightning conductors.
31217000,Eliminadores de sobrevoltaje.,Surge suppressors.
31218000,Barras ómnibus.,Busbars.
31219000,Cajas de protección.,Protection boxes.
31220000,Componentes de circuitos eléctricos.,Electrical circuit components.
31221000,Relés eléctricos.,Electrical relays.
31221100,Relés de potencia.,Power relays.
31221200,Relés de uso general.,General purpose relays.
31221300,Relés con zócalo.,Socket relays.
31221400,Relés de alternadores de voltaje.,Alternating voltage relays.
31221500,Relés de mercurio.,Mercury relays.
31221600,Relés temporizadores.,Time relays.
31221700,Relés de sobrecarga.,Overload relays.
31223000,Portalámparas.,Lamp-holders.
31224000,Conexiones y elementos de contacto.,Connections and contact elements.
31224100,Clavijas y tomas de corriente.,Plugs and sockets.
31224200,Conectores coaxiales.,Coaxial connectors.
31224300,Cajas de conexión.,Connection boxes.
31224400,Cables de conexión.,Connection cables.
31224500,Terminales.,Terminals.
31224600,Reguladores de intensidad luminosa.,Dimmers.
31224700,Cajas de empalmes.,Junction boxes.
31224800,Kits de empalmes de cables.,Cable joining kits.
31224810,Cables alargadores.,Extension cables.
31230000,Partes de aparatos de distribución o control de electricidad.,Parts of electricity distribution or control apparatus.
31300000,Hilos y cables aislados.,Insulated wire and cable.
31310000,Redes de distribución.,Mains.
31311000,Conexiones de red.,Mains connections.
31320000,Cables de distribución eléctrica.,Power distribution cables.
31321000,Líneas de energía eléctrica.,Electricity power lines.
31321100,Líneas aéreas de energía.,Overhead power lines.
31321200,Cables de baja y media tensión.,Low- and medium-voltage cable.
31321210,Cables de baja tensión.,Low-voltage cable.
31321220,Cables de media tensión.,Medium-voltage cable.
31321300,Cables de alta tensión.,High-voltage cable.
31321400,Cables subacuáticos.,Underwater cable.
31321500,Cables submarinos.,Submarine cable.
31321600,Cables blindados.,Shielded cable.
31321700,Cables de señalización.,Signalling cable.
31330000,Cable coaxial.,Coaxial cable.
31340000,"Accesorios de cables, aislados.",Insulated cable accessories.
31341000,"Tambores para cables, aislados.",Insulated cable reels.
31342000,"Empalmes para cables, aislados.",Insulated cable junctions.
31343000,"Juntas para cables, aisladas.",Insulated cable joints.
31344000,"Casquillos para paso de cable, aislados.",Insulated cable glands.
31350000,Conductores eléctricos para datos y control.,Electric conductors for data and control purposes.
31351000,Conductores eléctricos para sistemas de control de acceso.,Electric conductors for access control systems.
31400000,"Acumuladores, pilas y baterías de pilas.","Accumulators, primary cells and primary batteries."
31410000,Pilas.,Primary cells.
31411000,Baterías alcalinas.,Alkaline batteries.
31420000,Baterías de pilas.,Primary batteries.
31421000,Baterías de plomo.,Lead batteries.
31422000,Paquetes de baterías.,Battery packs.
31430000,Acumuladores eléctricos.,Electric accumulators.
31431000,Acumuladores ácidos de plomo.,Lead-acid accumulators.
31432000,Acumuladores de níquel-cadmio.,Nickel-cadmium accumulators.
31433000,Acumuladores de níquel-hierro.,Nickel-iron accumulators.
31434000,Acumuladores de litio.,Lithium accumulators.
31440000,Baterías.,Batteries.
31500000,Material de iluminación y lámparas eléctricas.,Lighting equipment and electric lamps.
31510000,Lámparas eléctricas de filamento.,Electric filament lamps.
31511000,Lámparas de incandescencia halógenas de wolframio.,Sealed-beam lamp units.
31512000,Lámparas de incandescencia halógenas de volframio.,Tungsten halogen filament lamps.
31512100,Lámparas halógenas lineales.,"Halogen bulbs, linear."
31512200,Lámparas halógenas de cápsula.,"Halogen bulbs, bi-pin."
31512300,Lámparas halógenas dicroicas.,"Halogen bulbs, dichroic."
31514000,Lámparas y tubos de descarga.,Discharge lamps.
31515000,Lámparas y tubos de rayos ultravioletas.,Ultraviolet lamps.
31516000,Lámparas y tubos de rayos infrarrojos.,Infrared lamps.
31517000,Lámparas de arco eléctrico.,Arc lamps.
31518000,Luces de señalización.,Signalling lights.
31518100,Lámparas proyectantes.,Floodlights.
31518200,Equipo de alumbrado de emergencia.,Emergency lighting equipment.
31518210,Lámparas de keroseno («stormlights»).,Stormlights.
31518220,Barras luminosas.,Light stick.
31518300,Luces de techo.,Rooflights.
31518500,Lámparas de vapor de mercurio.,Mercury-vapour lamps.
31518600,Proyectores de luz.,Searchlights.
31519000,Neones y lámparas incandescentes.,Incandescent and neon lamps.
31519100,Lámparas incandescentes.,Incandescent lamps.
31519200,Neones.,Neon lamps.
31520000,Lámparas y accesorios de iluminación.,Lamps and light fittings.
31521000,Lámparas.,Lamps.
31521100,Lámparas de escritorio.,Desk lamps.
31521200,Lámparas de pie.,Floor-standing lamps.
31521300,Lámparas eléctricas portátiles.,Portable electric lamps.
31521310,Luces de emergencia.,Warning lights.
31521320,Linternas.,Torches.
31521330,Lámparas eléctricas portátiles recargables.,Rechargeable portable electric lamps.
31522000,Luces para árbol de Navidad.,Christmas tree lights.
31523000,Placas indicadoras y letreros luminosos.,Illuminated signs and nameplates.
31523100,Luminosos publicitarios de neón.,Advertising neon lights.
31523200,Señales de mensaje permanente.,Permanent message signs.
31523300,Placas indicadoras luminosas.,Illuminated nameplates.
31524000,Accesorios para iluminación de techo o de pared.,Ceiling or wall light fittings.
31524100,Accesorios para iluminación de techo.,Ceiling light fittings.
31524110,Lámparas de quirófano.,Operating-theatre lamps.
31524120,Lámparas de techo.,Ceiling lights.
31524200,Accesorios de iluminación mural.,Wall light fittings.
31524210,Apliques de pared.,Wall lights.
31527000,Focos.,Spotlights.
31527200,Luces para alumbrado exterior.,Exterior lights.
31527210,Faroles.,Lanterns.
31527260,Sistemas de alumbrado.,Lighting systems.
31527270,Alumbrado de plataformas.,Platforms lighting.
31527300,Luces para uso doméstico.,Domestic lights.
31527400,Iluminación sumergible.,Underwater lights.
31530000,Partes de lámparas y material de alumbrado.,Parts of lamps and lighting equipment.
31531000,Bombillas.,Light bulbs.
31531100,Lámparas y tubos.,Electric tubes.
31532000,Partes de lámparas y accesorios de iluminación.,Parts of lamps and light fittings.
31532100,Lámparas de tubo.,Tube lamps.
31532110,Lámparas de tubo fluorescente.,Fluorescent tube lamps.
31532120,Lámparas fluorescentes compactas de tubo.,Compact fluorescent tube lamps.
31532200,Lámparas de anillo.,Ring lamps.
31532210,Neones circulares.,Fluorescent ring lamps.
31532300,Lámparas de globo.,Globe lamps.
31532310,Globos fluorescentes compactos.,Compact fluorescent globe lamps.
31532400,Casquillos.,Lamps sockets.
31532500,Cebadores para lámparas.,Lamp starters.
31532510,Cebadores para lámparas fluorescentes.,Starters for fluorescent lamps.
31532600,Reactores para lámparas.,Lamp reactors.
31532610,Reactores para lámparas fluorescentes.,Reactors for fluorescent lamps.
31532700,Pantallas de lámpara.,Lamp covers.
31532800,Brazos de lámparas.,Lamp arms.
31532900,Luces fluorescentes.,Fluorescent lights.
31532910,Tubos fluorescentes.,Fluorescent tubes.
31532920,Bombillas y lámparas fluorescentes.,Bulbs and fluorescent lamps.
31600000,Equipo y aparatos eléctricos.,Electrical equipment and apparatus.
31610000,Material eléctrico para motores y vehículos.,Electrical equipment for engines and vehicles.
31611000,Juegos de cables.,Wiring sets.
31612000,Cableados eléctricos para motores.,Electrical wiring looms for engines.
31612200,Motores de arranque.,Starter motors.
31612300,Material eléctrico de señalización para motores.,Electrical signalling equipment for engines.
31612310,Luces intermitentes.,Blinkers.
31620000,Aparatos de señalización acústica o visual.,Sound or visual signalling apparatus.
31625000,Avisadores eléctricos de protección contra robos e incendios.,Burglar and fire alarms.
31625100,Sistemas de detección de incendios.,Fire-detection systems.
31625200,Sistemas de avisador de incendios.,Fire-alarm systems.
31625300,Sistemas de alarma antirrobo.,Burglar-alarm systems.
31630000,Imanes.,Magnets.
31640000,Máquinas y aparatos con una función propia.,Machines and apparatus with individual functions.
31642000,Aparatos para detección electrónica.,Electronic detection apparatus.
31642100,Detectores de tuberías metálicas.,Detection apparatus for metal pipes.
31642200,Detectores de minas.,Detection apparatus for mines.
31642300,Detectores de plásticos.,Detection apparatus for plastics.
31642400,Detectores de objetos no metálicos.,Detection apparatus for non-metallic objects.
31642500,Detectores de madera.,Detection apparatus for timber.
31643000,Aceleradores de partículas.,Particle accelerators.
31643100,Aceleradores lineales.,Linear accelerators.
31644000,Registradores diversos de datos.,Miscellaneous data recorders.
31645000,Billares eléctricos.,Pinball machines.
31650000,Accesorios de aislamiento.,Insulating fittings.
31651000,Cinta aislante.,Electrical tape.
31660000,Electrodos de carbón.,Carbon electrodes.
31670000,Partes eléctricas de maquinaria o aparatos.,Electrical parts of machinery or apparatus.
31671000,Ampollas abiertas de vidrio y tubos de rayos catódicos.,Glass envelopes and cathode-ray tubes.
31671100,Ampollas abiertas de vidrio.,Glass envelopes.
31671200,Tubos de rayos catódicos.,Cathode-ray tubes.
31680000,Materiales y accesorios eléctricos.,Electrical supplies and accessories.
31681000,Accesorios eléctricos.,Electrical accessories.
31681100,Contactos eléctricos.,Electrical contacts.
31681200,Bombas eléctricas.,Electric pumps.
31681300,Circuitos eléctricos.,Electrical circuits.
31681400,Componentes eléctricos.,Electrical components.
31681410,Materiales eléctricos.,Electrical materials.
31681500,Dispositivos de realimentación.,Rechargers.
31682000,Artículos eléctricos.,Electricity supplies.
31682100,Cajas de electricidad.,Electricity boxes.
31682110,Tapas para cajas de electricidad.,Electricity box covers.
31682200,Tableros de instrumentos.,Instrument panels.
31682210,Equipo de instrumentación y control.,Instrumentation and control equipment.
31682220,Paneles mezcladores.,Mixing panels.
31682230,Paneles de visualización de gráficos.,Graphic display panels.
31682300,Equipo de media tensión.,Medium-voltage equipment.
31682310,Cuadros de media tensión.,Medium-voltage panels.
31682400,Equipo eléctrico aéreo.,Overhead electrical equipment.
31682410,Soportes de cables aéreos.,Overhead cable carriers.
31682500,Equipo de electricidad de emergencia.,Emergency electricity equipment.
31682510,Sistemas de energía de emergencia.,Emergency power systems.
31682520,Sistemas de parada de emergencia.,Emergency shutdown systems.
31682530,Fuentes de alimentación eléctrica de emergencia.,Emergency power supplies.
31682540,Equipo de subestación.,Substation equipment.
31700000,"Material electrónico, electromecánico y electrotécnico.","Electronic, electromechanical and electrotechnical supplies."
31710000,Equipo electrónico.,Electronic equipment.
31711000,Material electrónico.,Electronic supplies.
31711100,Componentes electrónicos.,Electronic components.
31711110,Transmisores-receptores.,Transceivers.
31711120,Transductores.,Transducers.
31711130,Resistencias.,Resistors.
31711131,Resistencias eléctricas.,Electrical resistors.
31711140,Electrodos.,Electrodes.
31711150,Condensadores eléctricos.,Electrical capacitors.
31711151,Condensadores fijos.,Fixed capacitors.
31711152,Condensadores variables o regulables.,Variable or adjustable capacitors.
31711154,Baterías de condensadores.,Capacitor banks.
31711155,Redes de condensadores.,Capacitor networks.
31711200,Marcadores electrónicos.,Electronic scoreboards.
31711300,Sistemas electrónicos de cronometraje.,Electronic timekeeping systems.
31711310,Sistema de registro de presencia.,System for recording attendance.
31711400,Válvulas y tubos.,Valves and tubes.
31711410,Tubos catódicos para receptores de televisión.,Cathode-ray television picture tubes.
31711411,Tubos de cámara de televisión.,Television camera tubes.
31711420,Tubos y equipo de microondas.,Microwave tubes and equipment.
31711421,Magnetrones.,Magnetrons.
31711422,Equipo de microondas.,Microwave equipment.
31711423,Equipo radioeléctrico de microondas.,Microwave radio equipment.
31711424,Klistrones.,Klystrons.
31711430,Válvulas eléctricas.,Valve tubes.
31711440,Válvulas y tubos receptores o amplificadores.,Receiver or amplifier valves and tubes.
31711500,Partes de conjuntos electrónicos.,Parts of electronic assemblies.
31711510,Partes de condensadores eléctricos.,Parts of electrical capacitors.
31711520,"Partes de resistencias eléctricas, reóstatos y potenciómetros.","Parts of electrical resistors, rheostats and potentiometers."
31711530,"Partes de lámparas, tubos y válvulas electrónicos.",Parts of electronic valves and tubes.
31712000,"Maquinaria, aparatos y microsistemas microelectrónicos.",Microelectronic machinery and apparatus and microsystems.
31712100,Maquinaria y aparatos microelectrónicos.,Microelectronic machinery and apparatus.
31712110,Circuitos integrados y microestructuras electrónicas.,Electronic integrated circuits and microassemblies.
31712111,Tarjetas telefónicas.,Phonecards.
31712112,Tarjetas SIM.,SIM cards.
31712113,Tarjetas con circuitos integrados.,Cards containing integrated circuits.
31712114,Circuitos electrónicos integrados.,Integrated electronic circuits.
31712115,Microestructuras.,Microassemblies.
31712116,Microprocesadores.,Microprocessors.
31712117,Paquetes de circuitos integrados.,Integrated circuit packages.
31712118,Zócalos o soportes de circuitos integrados.,Integrated circuit sockets or mounts.
31712119,Protectores de circuitos integrados.,Integrated circuit lids.
31712200,Microsistemas.,Microsystems.
31712300,Circuitos impresos.,Printed circuits.
31712310,"Placas de circuito impreso, con elementos conductores y contactos.",Populated printed circuit boards.
31712320,"Placas de circuito impreso, sin elementos conductores ni contactos.",Unpopulated printed circuit boards.
31712330,Semiconductores.,Semiconductors.
31712331,Células fotovoltaicas.,Photovoltaic cells.
31712332,Tiristores.,Thyristors.
31712333,Diacs.,Diacs.
31712334,Triacs.,Triacs.
31712335,Optoacopladores.,Optical coupled isolators.
31712336,Osciladores de cuarzo.,Crystal oscillators.
31712340,Diodos.,Diodes.
31712341,Diodos fotoemisores.,Light-emitting diodes.
31712342,Diodos de microondas o de pequeña señal.,Microwave or small signal diodes.
31712343,Diodos Zener.,Zener diodes.
31712344,Diodos Schottky.,Schottky diodes.
31712345,Diodos túnel.,Tunnel diodes.
31712346,Diodos fotosensibles.,Photosensitive diodes.
31712347,Diodos eléctricos o solares.,Power or solar diodes.
31712348,Diodos láser.,Laser diodes.
31712349,Diodos de radiofrecuencia.,Radio frequency (RF) diodes.
31712350,Transistores.,Transistors.
31712351,Transistores fotosensibles.,Photo sensitive transistors.
31712352,Transistores de efecto de campo.,Field effect transistors (FET).
31712353,Transistor metal-óxido-semiconductor (MOSFET).,Metal oxide field effect transistors (MOSFET).
31712354,Chips de transistores.,Transistor chips.
31712355,Transistores bipolares Darlington o de radiofrecuencia.,Bipolar darlington or radio frequency (RF) transistors.
